date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:08	36180/36180	U-----	200	untouched ('')	application/javascript	etag:W/%2255c8eb53-8d54%22	http://mitlaunch.com/assets/js/jqBootstrapValidation.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jqBootstrapValidation.js	(from http://mitlaunch.com/)
22:25:08	3021/3021	U-----	200	untouched ('')	application/javascript	etag:W/%2256f9bbf4-bcd%22	http://mitlaunch.com/assets/js/vitality.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/vitality.js	(from http://mitlaunch.com/)
22:25:08	15087/15087	U-----	200	untouched ('')	application/javascript	etag:W/%2255c8eb53-3aef%22	http://mitlaunch.com/assets/js/jquery.particleground.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery.particleground.js	(from http://mitlaunch.com/)
22:25:08	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:08%20GMT	http://mitlaunch.com/assets/js/timeline.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/timeline.html	(from http://mitlaunch.com/)
22:25:08	1949/1949	U-----	200	untouched ('')	application/javascript	etag:W/%2255e54692-79d%22	http://mitlaunch.com/assets/js/starfield.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/starfield.js	(from http://mitlaunch.com/)
22:25:09	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:08%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.eot	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular.html	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:25:10	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:09%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.woff	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular-2.html	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:25:10	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:09%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.eot?	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regulard41d.html	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:25:10	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:10%20GMT	http://mitlaunch.com/assets/css/grabbing.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/grabbing.html	(from http://mitlaunch.com/assets/css/owl.carousel.css)
22:25:10	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:10%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.svg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular-4.html	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:25:11	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:09%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.ttf	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular-3.html	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:25:11	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:25:10%20GMT	http://mitlaunch.com/assets/css/AjaxLoader.gif	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/AjaxLoader.html	(from http://mitlaunch.com/assets/css/owl.theme.css)
22:25:11	24674/24674	U-----	200	untouched ('OK')	text/css	etag:W/%2256f9bf86-6062%22	http://mitlaunch.com/assets/css/vitality-orange.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/vitality-orange.css	(from http://mitlaunch.com/program.html)
22:25:11	11446/11446	U-----	200	untouched ('')	image/png	etag:%2255cc1c1d-2cb6%22	http://mitlaunch.com/assets/launch-logo-s.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/launch-logo-s.png	(from http://mitlaunch.com/program.html)
22:25:12	8319/8319	U-----	200	untouched ('')	image/png	etag:%2255c8eb39-207f%22	http://mitlaunch.com/assets/landme4.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/landme4.png	(from http://mitlaunch.com/program.html)
22:25:12	29619/29619	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:25:11%20GMT	http://mitlaunch.com/alumni.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/alumni.html	(from http://mitlaunch.com/program.html)
22:25:12	43689/43689	U-----	200	untouched ('')	image/jpeg	etag:%2256a96de1-aaa9%22	http://mitlaunch.com/assets/bridge3.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bridge3.jpg	(from http://mitlaunch.com/program.html)
22:25:12	13231/13231	U-----	200	untouched ('')	image/png	etag:%2255cfbbac-33af%22	http://mitlaunch.com/assets/dropwise.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/dropwise.png	(from http://mitlaunch.com/program.html)
22:25:12	5084/5084	U-----	200	untouched ('')	image/png	etag:%2255cfbb8b-13dc%22	http://mitlaunch.com/assets/safestart.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/safestart.png	(from http://mitlaunch.com/program.html)
22:25:13	5508/5508	U-----	200	untouched ('')	image/png	etag:%2255cfbbae-1584%22	http://mitlaunch.com/assets/bulkr.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bulkr.png	(from http://mitlaunch.com/program.html)
22:25:13	2388/2388	U-----	200	untouched ('')	image/jpeg	etag:%2255cfbbad-954%22	http://mitlaunch.com/assets/cleo2.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/cleo2.jpg	(from http://mitlaunch.com/program.html)
22:25:13	210466/210466	U-----	200	untouched ('')	image/jpeg	etag:%2255cfbba6-33622%22	http://mitlaunch.com/assets/impact_no_text_shadow.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/impact_no_text_shadow.jpg	(from http://mitlaunch.com/program.html)
22:25:13	105360/105360	U-----	200	untouched ('')	image/png	etag:%22571914d7-19b90%22	http://mitlaunch.com/assets/aosfrutis.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/aosfrutis.png	(from http://mitlaunch.com/clubs/)
22:25:14	49943/49943	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:25:12%20GMT	http://mitlaunch.com/companies/	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/companies/index.html	(from http://mitlaunch.com/program.html)
22:25:14	27250/27250	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:25:12%20GMT	http://mitlaunch.com/faq.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/faq.html	(from http://mitlaunch.com/program.html)
22:25:14	664554/664554	U-----	200	untouched ('')	image/jpeg	etag:%22571914d7-a23ea%22	http://mitlaunch.com/assets/OST.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/OST.jpg	(from http://mitlaunch.com/clubs/)
22:25:14	37312/37312	U-----	200	untouched ('')	image/jpeg	etag:%22571914d5-91c0%22	http://mitlaunch.com/assets/virtulab.JPEG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/virtulab.jpg	(from http://mitlaunch.com/clubs/)
22:25:14	137776/137776	U-----	200	untouched ('')	image/png	etag:%22571914d7-21a30%22	http://mitlaunch.com/assets/elowrite.PNG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/elowrite.png	(from http://mitlaunch.com/clubs/)
22:25:14	13534/13534	U-----	200	untouched ('')	image/jpeg	etag:%22571914d6-34de%22	http://mitlaunch.com/assets/inmymind.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/inmymind.jpg	(from http://mitlaunch.com/clubs/)
22:25:15	41990/41990	U-----	200	untouched ('')	image/jpeg	etag:%22571914d6-a406%22	http://mitlaunch.com/assets/literacyspree.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/literacyspree.jpg	(from http://mitlaunch.com/clubs/)
22:25:15	141939/141939	U-----	200	untouched ('')	image/jpeg	etag:%22571914d5-22a73%22	http://mitlaunch.com/assets/sketchit.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/sketchit.jpg	(from http://mitlaunch.com/clubs/)
22:25:15	298156/298156	U-----	200	untouched ('')	image/jpeg	etag:%22571914d7-48cac%22	http://mitlaunch.com/assets/albatros.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/albatros.jpg	(from http://mitlaunch.com/clubs/)
22:25:15	32247/32247	U-----	200	untouched ('')	image/jpeg	etag:%2256a558b2-7df7%22	http://mitlaunch.com/assets/locafoods.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/locafoods.jpg	(from http://mitlaunch.com/clubs/)
22:25:16	81868/81868	U-----	200	untouched ('')	image/jpeg	etag:%22571914d6-13fcc%22	http://mitlaunch.com/assets/dwiteboard.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/dwiteboard.jpg	(from http://mitlaunch.com/clubs/)
22:25:16	37091/37091	U-----	200	untouched ('')	image/png	etag:%2256a558b2-90e3%22	http://mitlaunch.com/assets/altas-golf.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/altas-golf.png	(from http://mitlaunch.com/clubs/)
22:25:16	112565/112565	U-----	200	untouched ('')	image/png	etag:%2256a558b2-1b7b5%22	http://mitlaunch.com/assets/notespace.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/notespace.png	(from http://mitlaunch.com/clubs/)
22:25:16	12935/12935	U-----	200	untouched ('')	image/png	etag:%2257b4b25d-3287%22	http://mitlaunch.com/assets/prnews.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/prnews.png	(from http://mitlaunch.com/about.html)
22:25:16	147714/147714	U-----	200	untouched ('')	image/png	etag:%2255cfbbaf-24102%22	http://mitlaunch.com/assets/boston-globe.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/boston-globe.png	(from http://mitlaunch.com/about.html)
22:25:16	53337/53337	U-----	200	untouched ('')	image/png	etag:%2257b4b25d-d059%22	http://mitlaunch.com/assets/xconomy.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/xconomy.png	(from http://mitlaunch.com/about.html)
22:25:17	8700/8700	U-----	200	untouched ('')	image/png	etag:%2255cfbb81-21fc%22	http://mitlaunch.com/assets/under30ceo.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/under30ceo.png	(from http://mitlaunch.com/about.html)
22:25:17	3025/3025	U-----	200	untouched ('')	image/png	etag:%2255cfbbaf-bd1%22	http://mitlaunch.com/assets/bostinno.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bostinno.png	(from http://mitlaunch.com/about.html)
22:25:17	9895/9895	U-----	200	untouched ('')	image/jpeg	etag:%2255d69a7e-26a7%22	http://mitlaunch.com/assets/gp.jpeg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/gp.jpg	(from http://mitlaunch.com/about.html)
22:25:17	26550/26550	U-----	200	untouched ('')	image/png	etag:%2255cfe03a-67b6%22	http://mitlaunch.com/assets/reap.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/reap.png	(from http://mitlaunch.com/about.html)
22:25:17	6140/6140	U-----	200	untouched ('')	image/gif	etag:%2255cfe03a-17fc%22	http://mitlaunch.com/assets/mit-logo.gif	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/mit-logo.gif	(from http://mitlaunch.com/about.html)
22:25:18	11603/11603	U-----	200	untouched ('')	image/jpeg	etag:%2255cfe03a-2d53%22	http://mitlaunch.com/assets/gfsa.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/gfsa.jpg	(from http://mitlaunch.com/about.html)
22:25:18	860646/860646	U-----	200	untouched ('')	image/png	etag:%22560da109-d21e6%22	http://mitlaunch.com/assets/LaunchX.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/LaunchX.png	(from http://mitlaunch.com/about.html)
22:25:18	90290/90290	U-----	200	untouched ('')	image/jpeg	etag:%2255c8eb09-160b2%22	http://mitlaunch.com/assets/laurie.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/laurie.jpg	(from http://mitlaunch.com/about.html)
22:25:18	23652/23652	U-----	200	untouched ('')	image/jpeg	etag:%225669af03-5c64%22	http://mitlaunch.com/assets/marvin.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/marvin.jpg	(from http://mitlaunch.com/about.html)
22:25:18	106549/106549	U-----	200	untouched ('')	image/jpeg	etag:%2256b8fc7d-1a035%22	http://mitlaunch.com/assets/leah.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/leah.jpg	(from http://mitlaunch.com/about.html)
22:25:18	247503/247503	U-----	200	untouched ('')	image/jpeg	etag:%22560ea8e1-3c6cf%22	http://mitlaunch.com/assets/annie3.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/annie3.jpg	(from http://mitlaunch.com/about.html)
22:25:19	133508/133508	U-----	200	untouched ('')	image/jpeg	etag:%2256b164af-20984%22	http://mitlaunch.com/assets/sam-kessler2.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/sam-kessler2.jpg	(from http://mitlaunch.com/about.html)
22:25:19	226467/226467	U-----	200	untouched ('')	image/jpeg	etag:%2257365316-374a3%22	http://mitlaunch.com/assets/TDD%20Headshot.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/TDD%20Headshot.jpg	(from http://mitlaunch.com/about.html)
22:25:19	62811/62811	U-----	200	untouched ('')	image/jpeg	etag:%2255cfbfb7-f55b%22	http://mitlaunch.com/assets/billaulet.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/billaulet.jpg	(from http://mitlaunch.com/about.html)
22:25:19	72243/72243	U-----	200	untouched ('')	image/jpeg	etag:%2255c8eb07-11a33%22	http://mitlaunch.com/assets/valentin.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/valentin.jpg	(from http://mitlaunch.com/about.html)
22:25:19	59581/59581	U-----	200	untouched ('')	image/jpeg	etag:%2255c8eb09-e8bd%22	http://mitlaunch.com/assets/marty.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/marty.jpg	(from http://mitlaunch.com/about.html)
22:25:19	6098/6098	U-----	200	untouched ('')	image/jpeg	etag:%2255cfd55f-17d2%22	http://mitlaunch.com/assets/petey.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/petey.jpg	(from http://mitlaunch.com/about.html)
22:25:19	1040175/1040175	U-----	200	untouched ('')	image/jpeg	etag:%2255cfbb9a-fdf2f%22	http://mitlaunch.com/assets/mit_dome.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/mit_dome.jpg	(from http://mitlaunch.com/)
22:25:20	31819/31819	U-----	200	untouched ('')	application/javascript	etag:W/%2256f98997-7c4b%22	http://mitlaunch.com/assets/js/bootstrap.min.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/bootstrap.min.js	(from http://mitlaunch.com/)
22:25:20	93104/93104	U-----	200	untouched ('')	application/javascript	etag:W/%2255c8eb54-16bb0%22	http://mitlaunch.com/assets/js/jquery-1.10.2.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery-1.10.2.js	(from http://mitlaunch.com/)
