date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:25	143064/143064	---M--	200	added ('OK')	image/jpeg	etag:%2255d661ce-22ed8%22	http://mitlaunch.com/assets/michaelNock.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/michaelNock.jpg	(from http://mitlaunch.com/alumni.html)
22:08:38	240703/240703	---M--	200	added ('OK')	image/jpeg	etag:%2256116ad5-3ac3f%22	http://mitlaunch.com/assets/matias.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/matias.jpg	(from http://mitlaunch.com/alumni.html)
22:08:58	339158/339158	---M--	200	added ('OK')	image/png	etag:%2256160e9d-52cd6%22	http://mitlaunch.com/assets/russell.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/russell.png	(from http://mitlaunch.com/alumni.html)
22:09:00	210400/210400	---M--	200	added ('OK')	image/jpeg	etag:%2256116ad4-335e0%22	http://mitlaunch.com/assets/melinda.JPG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/melinda.jpg	(from http://mitlaunch.com/alumni.html)
22:09:08	860646/860646	---M--	200	added ('OK')	image/png	etag:%22560da109-d21e6%22	http://mitlaunch.com/assets/LaunchX.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/LaunchX.png	(from http://mitlaunch.com/about.html)
22:09:13	27025/27025	---M--	200	added ('OK')	image/jpeg	etag:%2255d09fac-6991%22	http://mitlaunch.com/assets/kevinChen.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/kevinChen.jpg	(from http://mitlaunch.com/alumni.html)
22:09:16	102504/102504	---M--	200	added ('OK')	image/jpeg	etag:%2256116ad5-19068%22	http://mitlaunch.com/assets/onesti.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/onesti.jpg	(from http://mitlaunch.com/alumni.html)
22:09:38	150383/150383	---M--	200	added ('OK')	image/jpeg	etag:%2255d661cd-24b6f%22	http://mitlaunch.com/assets/pallavi.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/pallavi.jpg	(from http://mitlaunch.com/alumni.html)
22:09:50	207251/207251	---M--	200	added ('OK')	image/png	etag:%225615253c-32993%22	http://mitlaunch.com/assets/vasi.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/vasi.png	(from http://mitlaunch.com/alumni.html)
22:10:09	116136/116136	---M--	200	added ('OK')	image/jpeg	etag:%225615253c-1c5a8%22	http://mitlaunch.com/assets/ethanchiu.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/ethanchiu.jpg	(from http://mitlaunch.com/alumni.html)
22:10:12	17565/17565	---M--	200	added ('OK')	image/jpeg	etag:%2255d09fac-449d%22	http://mitlaunch.com/assets/jasonScharff.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/jasonScharff.jpg	(from http://mitlaunch.com/alumni.html)
22:10:42	762957/762957	---M--	200	added ('OK')	image/jpeg	etag:%2256116ac3-ba44d%22	http://mitlaunch.com/assets/josh-seides.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/josh-seides.jpg	(from http://mitlaunch.com/alumni.html)
22:10:47	27754/27754	---M--	200	added ('OK')	image/jpeg	etag:%22563164e0-6c6a%22	http://mitlaunch.com/assets/kiara.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/kiara.jpg	(from http://mitlaunch.com/alumni.html)
22:10:55	44939/44939	---M--	200	added ('OK')	image/jpeg	etag:%22567d617e-af8b%22	http://mitlaunch.com/assets/ashwynk.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/ashwynk.jpg	(from http://mitlaunch.com/alumni.html)
22:11:12	100246/100246	---M--	200	added ('OK')	image/png	etag:%2257a4be05-18796%22	http://mitlaunch.com/assets/chargo2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/chargo2.png	(from http://mitlaunch.com/companies/)
22:11:21	57345/57345	---M--	200	added ('OK')	image/png	etag:%2257961902-e001%22	http://mitlaunch.com/assets/elore.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/elore.png	(from http://mitlaunch.com/companies/)
22:11:28	43439/43439	---M--	200	added ('OK')	image/png	etag:%2257a4be07-a9af%22	http://mitlaunch.com/assets/magnet.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/magnet.png	(from http://mitlaunch.com/companies/)
22:11:32	22390/22390	---M--	200	added ('OK')	image/png	etag:%2257961903-5776%22	http://mitlaunch.com/assets/Buzz.PNG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Buzz.png	(from http://mitlaunch.com/companies/)
22:11:39	35750/35750	---M--	200	added ('OK')	image/png	etag:%2257961901-8ba6%22	http://mitlaunch.com/assets/Speak.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Speak.png	(from http://mitlaunch.com/companies/)
22:11:44	31764/31764	---M--	200	added ('OK')	image/jpeg	etag:%2257a4be07-7c14%22	http://mitlaunch.com/assets/Hydrolyte.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Hydrolyte.jpg	(from http://mitlaunch.com/companies/)
22:11:50	33213/33213	---M--	200	added ('OK')	image/png	etag:%2257961902-81bd%22	http://mitlaunch.com/assets/fluance.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fluance.png	(from http://mitlaunch.com/companies/)
22:12:04	87034/87034	---M--	200	added ('OK')	image/png	etag:%2257961901-153fa%22	http://mitlaunch.com/assets/Vivere.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Vivere.png	(from http://mitlaunch.com/companies/)
22:12:34	183928/183928	---M--	200	added ('OK')	image/png	etag:%2257a4c694-2ce78%22	http://mitlaunch.com/assets/radius.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/radius.png	(from http://mitlaunch.com/companies/)
22:13:12	223514/223514	---M--	200	added ('OK')	image/png	etag:%2257a4be06-3691a%22	http://mitlaunch.com/assets/travalot.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/travalot.png	(from http://mitlaunch.com/companies/)
22:13:13	4397/4397	---M--	200	added ('OK')	image/png	etag:%2257a4be06-112d%22	http://mitlaunch.com/assets/myx.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/myx.png	(from http://mitlaunch.com/companies/)
22:13:25	73193/73193	---M--	200	added ('OK')	image/png	etag:%22576c36f4-11de9%22	http://mitlaunch.com/assets/Swap.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Swap.png	(from http://mitlaunch.com/companies/)
22:13:30	26778/26778	---M--	200	added ('OK')	image/png	etag:%22576c36f7-689a%22	http://mitlaunch.com/assets/BrightCapsule.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/BrightCapsule.png	(from http://mitlaunch.com/companies/)
22:15:16	1877209/1877209	---M--	200	added ('OK')	image/jpeg	etag:%225627bd0c-1ca4d9%22	http://mitlaunch.com/assets/rebecca.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/rebecca.jpg	(from http://mitlaunch.com/alumni.html)
22:15:20	24904/24904	---M--	200	added ('OK')	image/png	etag:%22577d0f80-6148%22	http://mitlaunch.com/assets/unitiv2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/unitiv2.png	(from http://mitlaunch.com/companies/)
22:15:32	68197/68197	---M--	200	added ('OK')	image/png	etag:%22576c36f6-10a65%22	http://mitlaunch.com/assets/Luminos%20Education.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Luminos%20Education.png	(from http://mitlaunch.com/companies/)
22:15:34	10461/10461	---M--	200	added ('OK')	image/png	etag:%22577d0f4f-28dd%22	http://mitlaunch.com/assets/edibo2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/edibo2.png	(from http://mitlaunch.com/companies/)
22:15:40	34863/34863	---M--	200	added ('OK')	image/png	etag:%22576c36f4-882f%22	http://mitlaunch.com/assets/VirtuScape.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/VirtuScape.png	(from http://mitlaunch.com/companies/)
22:15:50	64056/64056	---M--	200	added ('OK')	image/png	etag:%22576c36f3-fa38%22	http://mitlaunch.com/assets/Wasteless.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Wasteless.png	(from http://mitlaunch.com/companies/)
22:16:03	76876/76876	---M--	200	added ('OK')	image/png	etag:%22577af726-12c4c%22	http://mitlaunch.com/assets/Lyfe%20Band%202.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Lyfe%20Band%202.png	(from http://mitlaunch.com/companies/)
22:16:13	57576/57576	---M--	200	added ('OK')	image/png	etag:%22577d0f0d-e0e8%22	http://mitlaunch.com/assets/Clementine2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Clementine2.png	(from http://mitlaunch.com/companies/)
22:16:40	1182293/1182293	---M--	200	added ('OK')	image/png	etag:%22576c36f8-120a55%22	http://mitlaunch.com/assets/Atria.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Atria.png	(from http://mitlaunch.com/companies/)
22:16:44	19870/19870	---M--	200	added ('OK')	image/png	etag:%2257714c4b-4d9e%22	http://mitlaunch.com/assets/selfcheck.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/selfcheck.png	(from http://mitlaunch.com/companies/)
22:16:52	47033/47033	---M--	200	added ('OK')	image/png	etag:%2257714c49-b7b9%22	http://mitlaunch.com/assets/EKO.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/EKO.png	(from http://mitlaunch.com/companies/)
22:17:04	74744/74744	---M--	200	added ('OK')	image/jpeg	etag:%2257714c4b-123f8%22	http://mitlaunch.com/assets/Sensit.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Sensit.jpg	(from http://mitlaunch.com/companies/)
22:17:08	22799/22799	---M--	200	added ('OK')	image/jpeg	etag:%2257714c4b-590f%22	http://mitlaunch.com/assets/Ordyr.JPG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Ordyr.jpg	(from http://mitlaunch.com/companies/)
22:17:09	2013/2013	---M--	200	added ('OK')	image/png	etag:%2255cfbba6-7dd%22	http://mitlaunch.com/assets/insize.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/insize.png	(from http://mitlaunch.com/companies/)
22:17:17	47858/47858	---M--	200	added ('OK')	image/png	etag:%2256a541d1-baf2%22	http://mitlaunch.com/assets/purchasemate.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/purchasemate.png	(from http://mitlaunch.com/companies/)
22:17:21	26006/26006	---M--	200	added ('OK')	image/png	etag:%2256a96d2c-6596%22	http://mitlaunch.com/assets/bites.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bites.png	(from http://mitlaunch.com/companies/)
22:17:28	462906/462906	---M--	200	added ('OK')	image/png	etag:%2257714c49-7103a%22	http://mitlaunch.com/assets/GlassKnit.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/GlassKnit.png	(from http://mitlaunch.com/companies/)
22:17:30	50463/50463	---M--	200	added ('OK')	image/png	etag:%22579e3ece-c51f%22	http://mitlaunch.com/assets/codegenius.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/codegenius.png	(from http://mitlaunch.com/companies/)
22:17:31	5737/5737	---M--	200	added ('OK')	image/png	etag:%2255cfbb89-1669%22	http://mitlaunch.com/assets/team3.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/team3.png	(from http://mitlaunch.com/companies/)
22:17:33	9442/9442	---M--	200	added ('OK')	image/png	etag:%2255c8eb3a-24e2%22	http://mitlaunch.com/assets/eithr2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/eithr2.png	(from http://mitlaunch.com/companies/)
22:17:34	40855/40855	---M--	200	added ('OK')	image/png	etag:%2256a96e6a-9f97%22	http://mitlaunch.com/assets/aux.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/aux_.png	(from http://mitlaunch.com/companies/)
22:17:35	12911/12911	---M--	200	added ('OK')	image/png	etag:%2255c8eb3c-326f%22	http://mitlaunch.com/assets/anymeal2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/anymeal2.png	(from http://mitlaunch.com/companies/)
22:17:36	3338/3338	---M--	200	added ('OK')	image/png	etag:%2255cfbb8f-d0a%22	http://mitlaunch.com/assets/nudge.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/nudge.png	(from http://mitlaunch.com/companies/)
22:17:37	14925/14925	---M--	200	added ('OK')	image/png	etag:%2255c8eb3c-3a4d%22	http://mitlaunch.com/assets/didomi2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/didomi2.png	(from http://mitlaunch.com/companies/)
22:17:38	13176/13176	---M--	200	added ('OK')	image/png	etag:%2255cfc197-3378%22	http://mitlaunch.com/assets/endline1.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/endline1.png	(from http://mitlaunch.com/companies/)
22:17:44	32247/32247	---M--	200	added ('OK')	image/jpeg	etag:%2256a558b2-7df7%22	http://mitlaunch.com/assets/locafoods.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/locafoods.jpg	(from http://mitlaunch.com/clubs/)
22:18:01	180070/180070	---M--	200	added ('OK')	image/jpeg	etag:%2255cfbbb1-2bf66%22	http://mitlaunch.com/assets/bg-1_b.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bg-1_b.jpg	(from http://mitlaunch.com/faq.html)
22:20:17	5074966/5074966	---M--	200	added ('OK')	image/jpeg	etag:%2256116ad4-4d7016%22	http://mitlaunch.com/assets/meera.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/meera.jpg	(from http://mitlaunch.com/alumni.html)
22:20:25	5051521/5051521	---M--	200	added ('OK')	image/jpeg	etag:%2256116acb-4d1481%22	http://mitlaunch.com/assets/anant.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/anant.jpg	(from http://mitlaunch.com/alumni.html)
22:20:27	27003/27003	---M--	200	added ('OK')	image/png	etag:%2257714c4a-697b%22	http://mitlaunch.com/assets/Caravel.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/Caravel.png	(from http://mitlaunch.com/companies/)
22:20:49	573406/573406	---M--	200	added ('OK')	image/png	etag:%2257a61402-8bfde%22	http://mitlaunch.com/assets/VivaFlow2.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/VivaFlow2.png	(from http://mitlaunch.com/companies/)
